policy_id,customer_id,age,gender,marital_status,number_of_dependents,annual_income_gbp,health_status,smoking_status,policy_type,sum_assured_gbp,monthly_premium_gbp,distribution_channel,policy_start_date,months_in_arrears,policy_status
POL-270BD171,ca-2d16-4495-b7f9-758075df6544,32,Male,Single,0,64000,Excellent,Non-smoker,Term Assurance,180000,72.1,IFA,2008-09-24,0,Active
POL-68BC3BC4,e7-b469-4e71-bf14-9e9dbd2fef76,28,Female,Married,2,54000,Excellent,Non-smoker,Term Assurance,100000,60.7,IFA,2022-03-02,0,Active
POL-51FEF929,f4-fda4-4a47-aa85-fddec469a506,65,Female,Widowed,0,48000,Fair,Current smoker,Investment-Linked Life,350000,120.2,Direct,2022-07-22,0,Active
POL-0D21BF55,aa-2b58-4c28-9d44-f76370ac4311,39,Female,Married,0,56000,Fair,Non-smoker,Term Assurance,120000,61.9,Direct,2008-10-20,0,Active
POL-3FE3C6BE,af-df5b-4936-a71a-e617c8d75e45,49,Female,Divorced,0,66000,Good,Former smoker,Whole of Life (Flexible Premium),200000,152.3,Bancassurance,2011-02-21,0,Active
POL-FF0BA42C,b1-962b-4467-abfe-8621d491b755,31,Male,Single,0,64000,Good,Non-smoker,Term Assurance,120000,65.3,Direct,2004-01-13,0,Active
POL-0D2E2211,f7-9bcb-4502-81be-5c260e870be7,31,Female,Single,0,48000,Good,Non-smoker,Term Assurance,100000,40.0,Online,2003-03-18,0,Matured
POL-965C44A3,7d-0e95-49b1-bf41-d5ec09a28770,48,Female,Widowed,0,72000,Excellent,Non-smoker,Term Assurance,150000,75.9,IFA,2009-03-11,0,Active
POL-AA0BD475,f5-14b9-458a-839b-47c401e09804,48,Female,Married,2,140000,Good,Non-smoker,Whole of Life (Flexible Premium),900000,372.5,IFA,2008-05-30,0,Active
POL-EC323AA5,1f-a412-43ae-80cc-00774b39d78f,49,Female,Married,2,98000,Good,Non-smoker,Term Assurance,250000,72.1,IFA,2007-01-18,0,Active
POL-EB94F756,74-06d0-44a6-8274-fd2af3f4a1e4,34,Male,Married,3,68000,Good,Current smoker,Term Assurance,200000,78.0,Direct,2019-11-28,0,Active
POL-74EB5EE7,0f-a543-4c1f-a894-81346b2b78de,38,Male,Single,0,52000,Good,Non-smoker,Term Assurance,100000,29.1,Direct,2003-12-06,0,Matured
POL-EC3D71A5,b4-1326-46e9-bc3d-7065c9996dbb,48,Male,Married,3,125000,Good,Former smoker,Whole of Life,600000,41.3,IFA,2014-02-22,0,Active
POL-4B8CBBBB,51-c132-4635-a1af-c97747d390a3,58,Male,Married,3,102000,Good,Non-smoker,Whole of Life (Flexible Premium),500000,102.1,Bancassurance,2020-01-25,0,Active
POL-2EA5F405,4f-8ec6-4044-bb03-513d33fbd7c5,48,Female,Married,2,190000,Excellent,Non-smoker,Whole of Life,450000,326.8,Bancassurance,2000-09-15,0,Matured
POL-75F510FF,ea-95d4-47d8-a702-2b827431d545,33,Male,Married,2,90000,Good,Former smoker,Whole of Life,520000,217.7,IFA,2004-12-25,0,Active
POL-A295489A,0b-525e-4c7e-8dab-411f74f0d74b,52,Male,Married,2,98000,Excellent,Current smoker,Term Assurance,600000,328.7,Direct,2006-06-13,2,Active
POL-3DA9A36C,69-7a24-489f-a316-7381a7337a6e,33,Male,Single,0,72000,Fair,Former smoker,Term Assurance,200000,142.0,IFA,2015-03-12,0,Active
POL-0FB3AEC2,2c-da33-42f3-9588-30f851462250,39,Male,Married,2,65000,Excellent,Non-smoker,Whole of Life,900000,327.8,Bancassurance,2006-09-06,0,Active
POL-8D033769,6c-c737-481a-be1d-c180d5e246fe,32,Male,Married,0,52000,Excellent,Non-smoker,Term Assurance,100000,55.0,Bancassurance,2016-12-24,0,Active
POL-0C5EB473,eb-4653-449d-8651-e69cb254a450,39,Male,Single,0,62000,Good,Former smoker,Term Assurance,170000,65.4,IFA,2009-12-16,0,Active
POL-7DB9663B,35-e526-4a22-8dff-5963e06d1b27,58,Female,Married,0,58000,Excellent,Non-smoker,Term Assurance,120000,61.5,IFA,2000-12-27,0,Active
POL-31D6B765,f4-3e34-4a71-9cdd-1b2145249c8a,41,Female,Married,0,68000,Fair,Non-smoker,Term Assurance,210000,113.1,IFA,2001-09-28,0,Active
POL-C2D09C20,06-fe18-49ab-8a24-e21b369b523f,29,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,180000,91.1,Direct,2016-05-05,0,Active
POL-95487270,1c-0e65-48a2-819f-88ea0a152fb5,39,Male,Married,2,98000,Good,Former smoker,Whole of Life (Flexible Premium),600000,422.2,Direct,2018-06-02,0,Active
POL-983FEFF2,27-eb8c-4ebe-a7ee-fc1758a2599b,0,Male,Widowed,1,74000,Fair,Former smoker,Whole of Life,900000,323.8,Direct,2013-01-31,0,Active
POL-2ADD1E52,b6-b861-439a-89d2-1bb99e025ef0,41,Female,Married,1,172000,Good,Former smoker,Whole of Life,300000,322.5,Online,2015-08-05,0,Active
POL-113CA41B,37-754e-46c0-b1bb-8fe432a2f189,34,Female,Married,1,98000,Good,Non-smoker,Term Assurance,180000,75.5,IFA,2015-10-07,0,Active
POL-62A6BFC3,49-0be8-46a8-ac42-3c76db33d32b,44,Male,Divorced,1,78000,Good,Non-smoker,Whole of Life,220000,343.3,Online,2019-07-08,3,Active
POL-E26DCD5B,c1-da57-4a07-bf01-2125dd1fc15a,49,Male,Married,2,98000,Good,Current smoker,Whole of Life (Flexible Premium),700000,264.7,Direct,2020-12-01,0,Active
POL-A758ED6C,62-2e8f-47f9-8672-3421c70c78d4,34,Male,Married,3,98000,Good,Former smoker,Term Assurance,680000,114.7,Bancassurance,2013-05-01,0,Active
POL-CC673D85,c7-9b15-4902-bd1e-7f8b0f3c71b5,34,Female,Married,1,61000,Excellent,Non-smoker,Whole of Life,260000,120.6,Online,2011-10-12,0,Active
POL-CDCD5984,f1-09d0-4c30-96c3-995ef4910920,52,Male,Divorced,1,72000,Fair,Former smoker,Term Assurance,300000,52.1,Direct,2022-05-05,0,Active
POL-5C61E597,62-7c33-4707-9a51-6c9eeb3f0710,65,Male,Married,2,82000,Excellent,Non-smoker,Whole of Life (Flexible Premium),300000,424.9,Direct,2018-10-08,0,Active
POL-42544F55,69-28e0-440a-bba2-a0ea75f24716,36,Female,Married,2,42000,Good,Non-smoker,Whole of Life (Flexible Premium),450000,190.1,Bancassurance,2000-05-22,0,Matured
POL-17696CC6,27-c67b-4df1-9367-f0ceb7a5b55b,29,Female,Married,0,59000,Excellent,Non-smoker,Term Assurance,150000,60.5,Online,2000-10-12,0,Matured
POL-A9B320B8,ad-0e72-4764-8ad0-72cdd230d39e,38,Female,Married,2,92000,Excellent,Non-smoker,Term Assurance,580000,88.0,Bancassurance,2001-11-19,0,Matured
POL-F4FDE8FF,57-5e4d-478e-adfd-0b6076d79d3b,63,Male,Widowed,3,110000,Good,Non-smoker,Term Assurance,700000,240.7,Bancassurance,2008-11-10,0,Active
POL-B8AA6E80,9b-1c79-4145-8b2e-6c8686a6a54c,29,Female,Married,0,48000,Excellent,Non-smoker,Term Assurance,200000,52.0,IFA,2011-02-06,0,Active
POL-22C45BF9,f5-39eb-4e6d-8c33-6b19004c3da0,53,Female,Married,2,71000,Excellent,Non-smoker,Whole of Life (Flexible Premium),1200000,569.6,Bancassurance,2019-03-07,1,Active
POL-DACD2344,4e-84e2-4353-bc42-66a18e1527e5,48,Male,Married,2,105000,Excellent,Non-smoker,Investment-Linked Life,400000,216.1,Bancassurance,2007-02-15,0,Active
POL-F85125D2,15-e63d-463f-8553-9f755cd9f2a6,39,Male,Single,0,68000,Excellent,Non-smoker,Term Assurance,300000,95.4,Bancassurance,2001-03-21,0,Matured
POL-053D77B3,a3-9263-42d1-827e-ffe2281e9cab,63,Male,Divorced,1,72000,Good,Non-smoker,Term Assurance,100000,91.1,Bancassurance,2002-11-29,0,Matured
POL-4A0477B0,ac-eba4-4f95-801a-839363e8a26f,58,Male,Married,0,148000,Excellent,Non-smoker,Term Assurance,300000,52.4,Online,2009-02-23,0,Active
POL-E0899AA8,44-7c92-4913-a6f8-646971631e8c,31,Male,Married,2,72000,Good,Non-smoker,Term Assurance,260000,75.2,Direct,2008-08-28,0,Active
POL-F9D16539,87-0cda-4dcc-b7a3-bc6f63880c2c,35,Female,Married,2,165000,Fair,Non-smoker,Whole of Life (Flexible Premium),600000,144.5,IFA,2015-04-04,0,Active
POL-1B26DE4D,bb-5a5c-4d9f-8e76-61b96feb2f53,45,Male,Married,2,125000,Excellent,Non-smoker,Whole of Life (Flexible Premium),620000,120.6,IFA,2024-05-18,0,Active
POL-06974A36,e1-306a-4129-bb9e-9cce5ba8c140,37,Female,Divorced,0,72000,Excellent,Non-smoker,Term Assurance,180000,34.4,Direct,2010-01-08,0,Active
POL-8397F33A,61-8c21-4f86-afb2-1e4502d26557,38,Male,Married,0,188000,Excellent,Non-smoker,Term Assurance,260000,186.5,Bancassurance,2016-11-24,0,Active
POL-EBA23D2D,5a-eae9-4fd4-9e6e-2fe9094fe42c,27,Female,Married,1,98000,Good,Non-smoker,Term Assurance,500000,89.6,IFA,2019-02-27,0,Active
POL-3E7C23C5,af-41a5-4bcf-8ca3-09912609226c,53,Female,Married,2,190000,Excellent,Non-smoker,Whole of Life (Flexible Premium),1200000,164.0,Direct,2003-08-21,2,Active
POL-702E5FE4,24-89ef-4f73-8108-65687a3c129f,39,Male,Married,0,68000,Excellent,Non-smoker,Term Assurance,220000,95.4,Bancassurance,2004-07-28,0,Active
POL-D4B121A6,ef-4112-4ea2-9cec-828e16986908,63,Male,Married,3,120000,Excellent,Former smoker,Whole of Life,600000,552.2,Direct,2023-11-28,0,Active
POL-EA12505F,43-e9b3-486d-8783-4d7839f7bb0b,42,Male,Married,2,45000,Excellent,Non-smoker,Term Assurance,200000,96.1,IFA,2018-01-09,0,Active
POL-E28DAB3F,70-0778-41cf-bc9b-80ef010f2c68,39,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,120000,31.7,Bancassurance,2007-11-03,0,Active
POL-94946787,ff-3429-48fe-9e2a-9e895b6ddb50,60,Female,Divorced,0,58000,Fair,Former smoker,Term Assurance,100000,58.7,Online,2023-01-06,0,Active
POL-66F530B6,40-5ae9-4a4e-826a-a9cec9db712b,58,Female,Married,2,98000,Good,Non-smoker,Term Assurance,700000,215.7,Bancassurance,2010-07-15,0,Active
POL-5E034040,2f-13a3-4d4d-86b0-0eed14761bf8,29,Female,Single,0,44000,Good,Non-smoker,Term Assurance,120000,55.8,IFA,2009-01-30,0,Active
POL-C0B98226,b8-7e01-4bc6-9c98-eaf432deb777,26,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,150000,35.0,Bancassurance,2022-09-05,0,Active
POL-EB60C916,18-34e7-4a13-8ff1-45f2732a34cd,36,Female,Single,0,52000,Good,Non-smoker,Term Assurance,100000,61.2,Bancassurance,2011-06-08,0,Active
POL-A9F237B9,2b-ae68-45e8-ba69-d6d745f4d1a6,35,Female,Married,0,98000,Excellent,Non-smoker,Whole of Life,550000,95.0,Online,2010-07-06,0,Active
POL-84CFDE86,f0-ceac-4efe-8e6d-0833439af7f6,58,Male,Married,3,142000,Good,Former smoker,Whole of Life,400000,120.4,Direct,2005-02-21,0,Active
POL-D936A2AA,d4-b652-4a14-ad2b-782189420727,130,Male,Married,2,97000,Good,Non-smoker,Whole of Life (Flexible Premium),100000,207.7,Direct,2001-09-02,0,Active
POL-20021FDD,0b-3c84-4dfa-951d-9cd9b0e89d86,34,Male,Married,2,120000,Good,Non-smoker,Investment-Linked Life,520000,312.4,Direct,2024-04-07,0,Active
POL-892E4582,3d-2aaf-4f59-a12d-1e245ee5103e,26,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,120000,48.8,Direct,2008-03-14,0,Active
POL-D174676A,2d-28f5-48e5-a2ee-35111b0ecf54,39,Male,Married,0,54000,Good,Former smoker,Term Assurance,150000,66.4,Bancassurance,2002-12-04,1,Active
POL-B549FE5F,34-75f9-4343-acc8-3c57d6a22c8a,35,Female,Divorced,2,70000,Excellent,Non-smoker,Term Assurance,420000,159.6,Bancassurance,2023-02-01,1,Active
POL-C0CAAA0D,83-8b4f-4815-b311-3688cdabdaa1,29,Female,Single,0,54000,Good,Non-smoker,Term Assurance,100000,24.0,Direct,2002-04-28,1,Matured
POL-308C5A30,d9-2ae9-43e8-bc1f-fce71ad25269,53,Male,Married,2,170000,Good,Former smoker,Whole of Life (Flexible Premium),100000,273.8,Bancassurance,2013-10-26,0,Active
POL-B04303E1,a9-89ff-432d-a868-5f482acfbba0,54,Female,Divorced,2,42000,Good,Non-smoker,Term Assurance,700000,666.4,Direct,2010-02-14,0,Active
POL-261FC585,d5-dad3-446b-a2f7-924341313e43,32,Female,Married,3,185000,Excellent,Non-smoker,Term Assurance,500000,188.9,Direct,2019-05-31,0,Active
POL-0423412B,d3-072b-4887-a722-454844337182,65,Female,Divorced,0,42000,Fair,Non-smoker,Term Assurance,100000,113.4,IFA,2011-04-13,0,Claimed
POL-749A0CDB,20-3d16-4a36-82db-4a3dd7dfd00e,39,Male,Married,2,98000,Good,Current smoker,Term Assurance,520000,325.1,Bancassurance,2009-08-08,0,Active
POL-1941A702,2d-6fc7-430e-9d9b-a2d0b42ae924,36,Female,Married,2,96000,Fair,Non-smoker,Term Assurance,400000,510.9,Direct,2004-06-05,1,Matured
POL-CBE475E1,a2-64db-4c26-96d5-6b35d73c6b92,58,Male,Married,0,60000,Fair,Former smoker,Whole of Life,120000,427.2,Bancassurance,2022-05-23,2,Active
POL-C38C1994,8f-6f80-4d1b-b8f6-51e78f77fabb,26,Female,Single,0,51000,Good,Non-smoker,Term Assurance,100000,24.0,Direct,2004-06-09,0,Active
POL-6AB8D23D,7b-9a7e-4f73-abc3-7766ea2a4bb9,46,Female,Married,1,96000,Excellent,Non-smoker,Whole of Life,300000,670.6,Direct,2000-10-11,0,Active
POL-99F308B7,7e-bc93-4013-9054-5429fe8c8764,44,Female,Married,3,157000,Excellent,Non-smoker,Term Assurance,120000,120.4,Direct,2021-05-30,0,Active
POL-1A84292C,85-330c-4295-9933-e28d4dcfa103,44,Male,Married,2,110000,Good,Former smoker,Whole of Life (Flexible Premium),300000,142.4,Online,2009-02-22,1,Active
POL-E7126F7B,d5-0854-4cee-9016-710e3ee00e60,62,Female,Single,0,70000,Excellent,Non-smoker,Term Assurance,200000,71.0,IFA,2003-06-06,2,Active
POL-0BEC8000,23-6c74-4ee2-b3f6-3ccff2655e1a,26,Male,Single,0,48000,Good,Former smoker,Whole of Life (Flexible Premium),200000,151.7,Online,2018-10-13,0,Active
POL-5EC6FCC5,90-72ae-460b-a166-fa53ac1b480a,39,Male,Divorced,2,69000,Excellent,Non-smoker,Whole of Life (Flexible Premium),420000,267.7,IFA,2005-10-20,0,Active
POL-FBAC2477,53-e6ef-4ace-9394-24aea6f7474f,31,Male,Single,0,82000,Fair,Current smoker,Term Assurance,120000,49.7,Online,2023-09-25,1,Active
POL-B3CA45D4,d3-ed6d-49b8-8692-6fc15dfe4dc8,26,Female,Married,2,98000,Excellent,Non-smoker,Whole of Life,320000,187.3,Direct,2023-01-19,0,Active
,68-6bec-4ae0-b9ef-184c1163e939,29,Male,Single,0,48000,Excellent,Non-smoker,Term Assurance,150000,62.6,Online,2021-03-17,0,Active
POL-4F35BEF6,fd-81ab-4402-bc31-0c649f118f5b,27,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,150000,24.7,IFA,2006-05-12,6,Lapsed
POL-6C9C49A6,18-3234-48ba-94f4-c7ce26c12b60,42,Female,Married,0,74000,Excellent,Non-smoker,Term Assurance,260000,61.6,Online,2006-11-02,8,Active
POL-50B63399,93-1498-4c3c-a784-2c3f03d541a6,26,Male,Married,3,42000,Fair,Former smoker,Term Assurance,150000,55.7,IFA,2004-12-31,0,Matured
POL-86242C94,21-1848-4fff-92c1-87be79a4af15,41,Male,Divorced,2,56000,Good,Non-smoker,Whole of Life,700000,354.6,Direct,2013-12-27,0,Active
POL-542BF2E4,c6-ab1a-4972-8602-c4930a85b6ec,30,Male,Married,2,170000,Fair,Former smoker,Whole of Life,300000,143.7,Direct,2009-09-19,0,Active
POL-804C3D45,f8-1f33-4f56-b0fc-0fd33249a13a,27,Male,Married,2,42000,Fair,Current smoker,Term Assurance,200000,217.7,Online,2019-10-05,1,Active
POL-01645FDE,b6-25b7-4b08-ac4d-e4f75665ab2a,27,Female,Single,0,62000,Good,Non-smoker,Whole of Life,150000,65.5,Direct,2014-03-12,0,Active
POL-0858B136,9b-b9c5-482d-b06e-cf2e8458feba,54,Female,Married,3,190000,Good,Non-smoker,Whole of Life,700000,156.3,Direct,2005-09-16,12,Lapsed
POL-6F79CD91,1c-acb5-439f-9e7f-29bc8d6f0f62,29,Male,Single,0,64000,Good,Non-smoker,Term Assurance,260000,95.5,IFA,2011-09-23,0,Active
POL-85CC6077,19-b514-480f-aa86-0410e6987e09,28,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,100000,40.2,IFA,2004-10-20,0,Active
POL-B01015FA,1b-8217-4823-9309-964e651232eb,29,Male,Married,2,72000,Good,Former smoker,Term Assurance,500000,531.2,Online,2009-12-29,0,Active
POL-6B4A1D73,1a-1ead-425c-abf4-1e3797d90dee,42,Female,Single,0,48000,Fair,Non-smoker,Term Assurance,150000,60.0,IFA,2005-01-18,0,Active
POL-B42E2D11,35-5e35-49f4-a984-1c5ffc69afca,32,Female,Single,0,62000,Excellent,Non-smoker,Term Assurance,280000,75.6,Direct,2001-07-02,0,Active
POL-72BF25C8,b8-589a-44b3-a340-82a78ad82544,54,Female,Married,2,83000,Good,Non-smoker,Term Assurance,280000,118.4,Bancassurance,2008-05-26,0,Active
POL-84EF0534,ee-8cde-43b6-839d-d210a69db8d5,64,Male,Widowed,1,64000,Good,Non-smoker,Term Assurance,300000,50.5,Bancassurance,2012-04-28,0,Active
POL-7F69FB53,a5-ca4c-483b-a853-0eb5091744a5,34,Female,Married,2,68000,Good,Non-smoker,Whole of Life (Flexible Premium),300000,157.9,IFA,2021-06-19,0,Active
POL-593EE44D,a9-4025-4fe9-9ac2-3a774f3f6664,33,Female,Married,1,64000,Good,Non-smoker,Term Assurance,350000,91.1,IFA,2006-04-02,0,Active
POL-DA8E0FFE,a9-24a0-4c4e-8f7e-b9c67a1ab56b,56,Male,Single,1,78000,Good,Non-smoker,Whole of Life (Flexible Premium),220000,64.3,Direct,2011-11-05,0,Active
POL-C1F79032,6b-bb04-4b36-a64b-8bb76201ddb2,56,Female,Widowed,3,188000,Good,Non-smoker,Whole of Life (Flexible Premium),500000,212.6,IFA,2010-10-01,0,Active
POL-C921DC1F,47-938f-47d1-8a5c-8a01c5eadeaa,65,Male,Divorced,0,118000,Excellent,Non-smoker,Term Assurance,300000,323.3,Direct,2008-10-14,0,Active
POL-C8B9910B,4f-4e34-4631-abb5-3626b5bf4ca9,54,Male,Divorced,3,110000,Good,Former smoker,Whole of Life,650000,514.9,Direct,2007-11-27,0,Active
POL-FE8DEDF7,b0-1521-401e-ad3d-7bf00c1bfa7e,59,Male,Married,2,160000,Good,Non-smoker,Whole of Life (Flexible Premium),520000,126.0,Bancassurance,2008-03-11,0,Active
POL-85B142B4,eb-4b29-44ec-b4ae-eb8eefb357ad,26,Female,Single,0,72000,Excellent,Non-smoker,Term Assurance,260000,90.1,Direct,2013-11-14,8,Active
POL-3290E052,db-c0cc-41d0-9130-694a81246755,65,Male,Single,0,52000,Fair,Former smoker,Term Assurance,100000,71.1,Bancassurance,2024-03-07,0,Active
POL-FCFD2452,9b-8637-4808-bf25-d95d2f637d61,38,Male,Married,2,68000,Excellent,Non-smoker,Term Assurance,200000,120.8,IFA,2002-01-04,1,Active
POL-D1E77DE7,72-5604-4e16-ac67-435ecb91af46,46,Female,Married,2,98000,Good,Non-smoker,Term Assurance,260000,78.0,Bancassurance,2023-10-23,0,Active
POL-2A5FFAC2,d0-0f97-47a1-91ef-ea239fc3378c,38,Female,Married,3,45000,Good,Non-smoker,Term Assurance,100000,113.8,Direct,2014-11-06,0,Active
POL-D28BAA68,9b-9617-4cc2-9780-f4c6e49a30ff,31,Male,Married,2,64000,Good,Non-smoker,Whole of Life (Flexible Premium),1200000,159.6,IFA,2003-09-16,0,Active
POL-A3B5A3B9,dd-ad0b-4f14-91d3-82487b018bd6,52,Female,Married,3,125000,Excellent,Former smoker,Whole of Life (Flexible Premium),500000,493.4,IFA,2002-10-16,0,Active
POL-A205C010,d4-bee5-4e9d-aaac-4fc8207f9b92,26,Male,Married,0,52000,Excellent,Non-smoker,Whole of Life,400000,264.2,IFA,2010-11-01,0,Active
POL-BA819B02,a0-5d68-4b92-b24d-3d4d0ed9bbf8,41,Male,Married,2,160000,Good,Non-smoker,Whole of Life (Flexible Premium),110000,95.5,Online,2009-03-18,0,Active
POL-66E9EB3B,b9-09cb-4b9c-a52c-6473c4a5eeab,39,Female,Married,1,76000,Good,Non-smoker,Whole of Life (Flexible Premium),300000,154.6,IFA,2008-07-10,0,Active
POL-D686C2F3,9f-1162-47df-9059-b46e5e506984,46,Male,Married,2,96000,Good,Non-smoker,Term Assurance,250000,75.8,Direct,2011-12-08,1,Active
POL-C3A3C562,21-5699-487a-a80b-947503f94851,41,Female,Married,2,81000,Excellent,Non-smoker,Term Assurance,250000,58.2,Direct,2021-07-11,0,Active
POL-338DC8C6,ef-1ac6-4a35-b7dd-de52f34771b8,48,Female,Married,2,65000,Excellent,Non-smoker,Term Assurance,600000,110.5,IFA,2009-03-25,0,Active
POL-0EBB2FA7,0c-e5c4-4148-9a4d-95a6bc0cb29b,49,Female,Married,2,80000,Good,Non-smoker,Whole of Life,400000,46.3,Direct,2006-12-04,0,Active
POL-566E4800,fc-b207-4155-bb76-8d29719dd79f,26,Female,Single,0,48000,Good,Non-smoker,Term Assurance,150000,72.4,Direct,2022-10-24,0,Active
POL-8AE87D42,22-dadb-4656-ac60-2e1c29b49317,29,Female,Single,0,52000,Excellent,Non-smoker,Term Assurance,120000,52.3,Bancassurance,2008-07-28,0,Active
POL-D75012A8,59-5670-45a8-9edd-36d6dcdd338a,29,Female,Single,1,52000,Fair,Former smoker,Term Assurance,100000,71.4,Direct,2001-04-07,0,Matured
POL-2BB3FC9B,65-c3f1-4cc8-b6bc-7ddd4c498200,33,Male,Married,1,64000,Excellent,Non-smoker,Term Assurance,260000,96.7,Bancassurance,2008-03-26,0,Active
POL-3C0E220C,54-30ee-41d4-b82b-d3e7b86835c5,63,Female,Married,1,150000,Fair,Non-smoker,Whole of Life (Flexible Premium),400000,130.9,IFA,2011-07-25,2,Active
POL-9A789D10,7f-917a-4731-857b-15c4b0c0ea76,41,Female,Single,0,79000,Excellent,Former smoker,Whole of Life,150000,61.9,Direct,2012-03-24,0,Active
POL-F1749412,1f-d646-4448-9a24-b94167e9b1cb,53,Male,Married,3,120000,Good,Former smoker,Whole of Life (Flexible Premium),750000,89.1,Bancassurance,2005-09-29,2,Active
POL-0CA95D9B,42-42bc-4e06-9857-a8933510ade1,52,Female,Married,3,135000,Excellent,Non-smoker,Whole of Life,500000,215.5,Direct,2004-07-31,0,Active
POL-39C6CB3B,04-cdef-4ff0-9aa3-8045b8f7ec7c,37,Male,Single,0,54000,Excellent,Non-smoker,Term Assurance,200000,45.2,Direct,2009-04-25,0,Active
POL-EDFEBC4E,a1-4369-476a-89e5-2cf4f28f1c8a,41,Female,Married,2,98000,Good,Non-smoker,Whole of Life,520000,140.5,IFA,2009-12-13,0,Active
POL-7AA47320,a1-1963-49bf-924a-748c1d8c6561,52,Female,Married,3,48000,Excellent,Non-smoker,Term Assurance,100000,52.3,IFA,2016-03-28,2,Active
POL-4B094893,4d-5f54-4419-a8d0-7e718964e701,36,Male,Married,2,42000,Good,Non-smoker,Term Assurance,280000,131.9,Direct,2012-04-02,8,Active
POL-15DAD716,c7-2c8a-4845-9ef8-263192f78ee5,41,Female,Widowed,1,190000,Good,Non-smoker,Whole of Life (Flexible Premium),600000,269.6,Bancassurance,2021-09-28,0,Active
POL-B39EC447,5f-3c6e-41e7-a294-e86b0df0c139,65,Male,Divorced,2,42000,Fair,Current smoker,Term Assurance,100000,45.0,Direct,2014-06-25,0,Active
POL-9E310A56,ac-ed8b-49ef-a70f-257202b19d82,36,Female,Married,3,91000,Excellent,Non-smoker,Whole of Life (Flexible Premium),750000,211.9,Direct,2010-03-06,0,Active
POL-4477B323,70-4929-425b-8d6b-87a4bccf735e,34,Female,Single,0,48000,Excellent,Non-smoker,Term Assurance,100000,60.3,Bancassurance,2020-08-02,0,Claimed
POL-F3673617,f9-04d9-4a2b-9490-5a475d20ba5d,60,Female,Widowed,2,72000,Good,Non-smoker,Whole of Life,950000,78.1,IFA,2013-06-23,0,Active
POL-8878E95C,22-8edc-4f48-ab15-fbb34b86e853,28,Male,Married,1,76000,Excellent,Non-smoker,Whole of Life (Flexible Premium),200000,70.6,Direct,2014-09-17,0,Active
POL-4CC99371,2d-4ab2-4eeb-a898-98f019e8470e,65,Female,Widowed,0,52000,Good,Non-smoker,Term Assurance,100000,52.7,Online,2021-08-22,0,Active
POL-1C83411E,d7-1ffa-4d4a-8b16-acb68d84d5cc,31,Female,Married,0,60000,Good,Non-smoker,Whole of Life (Flexible Premium),200000,74.9,Online,2007-03-09,0,Active
POL-F06CFDA2,dd-077e-44a8-ab79-54f2093ed575,33,Male,Single,0,74000,Good,Non-smoker,Term Assurance,180000,71.8,Direct,2009-05-11,0,Active
POL-AD84B040,a6-03e3-45d9-b82b-616913db57eb,36,Male,Single,0,52000,Fair,Former smoker,Term Assurance,120000,24.0,Online,2021-06-14,0,Active
POL-F9B516D5,a0-389e-45b9-95a7-49fbf99ef02f,58,Female,Married,2,104000,Good,Non-smoker,Whole of Life,600000,88.0,IFA,2005-06-21,2,Active
POL-C501064F,b6-f2b8-4447-84e2-1d0bb3e6942f,60,Male,Single,0,54000,Fair,Non-smoker,Term Assurance,180000,34.1,Direct,2017-12-22,0,Active
POL-A3742304,0d-166c-4b4a-aff8-902bafb58f63,41,Female,Married,3,159000,Good,Non-smoker,Term Assurance,110000,66.1,Online,2005-05-03,0,Active
POL-9F628BC3,26-238b-4bba-93b9-ca4ed199bfd8,43,Female,Married,1,76000,Good,Former smoker,Whole of Life,600000,152.2,Online,2012-11-06,0,Active
POL-63A39B4A,04-3660-4ada-9a26-bafa665e46a8,57,Female,Married,2,42000,Excellent,Non-smoker,Term Assurance,120000,61.9,IFA,2015-07-13,0,Active
POL-55AACF23,bc-2e84-4f77-91a9-69fedc67d13d,53,Male,Married,0,54000,Excellent,Non-smoker,Term Assurance,130000,65.7,Direct,2006-03-08,0,Active
POL-AEE26159,3d-2a31-4e11-af71-6de9d366dd4d,26,Female,Single,0,54000,Excellent,Non-smoker,Term Assurance,110000,52.5,Bancassurance,2011-07-21,1,Active
POL-14C5AB79,91-840d-4ec7-abfb-819f7e455cdf,37,male,Married,2,42000,Excellent,Non-smoker,Whole of Life (Flexible Premium),900000,184.1,Direct,2014-02-16,0,Active
POL-0CEF84EB,e0-92e0-4cd5-8cad-faafd560c71d,52,Female,Married,3,98000,Good,Non-smoker,Whole of Life (Flexible Premium),720000,322.4,Bancassurance,2015-08-24,0,Active
POL-A8120140,83-e432-4fc3-9d14-ce45450d2d10,52,Male,Married,2,150000,Good,Non-smoker,Whole of Life (Flexible Premium),1120000,244.4,IFA,2020-04-07,0,Active
POL-E86F7C7D,7c-e5bc-4f69-98ff-87f5a23d3c0e,48,Male,Widowed,1,78000,Excellent,Non-smoker,Whole of Life (Flexible Premium),520000,213.4,Direct,2001-08-09,0,Matured
POL-C9B6A891,90-10b4-4a11-b5db-f96572587d2a,45,Female,Married,2,188000,Good,Non-smoker,Term Assurance,250000,134.1,IFA,2023-12-08,0,Active
